,loanSequenceNumber,monthlyReportingPeriod,currentActualUPB,currentLoanDelinquencyStatus,loanAge,remainingMonthToLegalMaturity,repurchaseFlag,modificationFlag,zeroBalanceCode,zeroBalanceEffectiveDate,currentInterestRate,currentDeferredUPB,dueDateOfLastPaidInstallment,miRecoveries,netSalesProceeds,nonMiRecoveries,expenses,legalCosts,maintenanceAndPreservationCosts,taxesAndInsurance,miscellaneousExpenses,actualLossCalculation,modificationCost,stepModificationFlag,deferredPaymentModification,estimatedLoandToValue,yr,qr,defaulted,creditScore,firstPaymentDate,firstTimeHomeBuyerFlag,maturityDate,metropolitanDivisionOrMSA,mortgageInsurancePercentage,numberOfUnits,occupancyStatus,originalCombinedLoanToValue,originalDebtToIncomeRatio,originalUPB,originalLoanToValue,originalInterestRate,channel,prepaymentPenaltyMortgageFlag,productType,propertyState,propertyType,postalCode,loanSequenceNumber,loanPurpose,originalLoanTerm,numberOfBorrowers,sellerName,servicerName,superConformingFlag,preHarpLoanSequenceNumber,yr,qr
1136,F108Q3000019,201504,188441.95,0,80,280,NotA,NotA,0,NotA,6.25,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,736,200809,N,203808,NotA,0,1,P,80.0,61,208000,80,6.25,R,N,FRM,MI,SF,49700,F108Q3000019,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
1137,F108Q3000019,201505,188142.73,0,81,279,NotA,NotA,0,NotA,6.25,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,736,200809,N,203808,NotA,0,1,P,80.0,61,208000,80,6.25,R,N,FRM,MI,SF,49700,F108Q3000019,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
1138,F108Q3000019,201506,187841.95,0,82,278,NotA,NotA,0,NotA,6.25,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,736,200809,N,203808,NotA,0,1,P,80.0,61,208000,80,6.25,R,N,FRM,MI,SF,49700,F108Q3000019,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
1139,F108Q3000019,201507,187539.6,0,83,277,NotA,NotA,0,NotA,6.25,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,736,200809,N,203808,NotA,0,1,P,80.0,61,208000,80,6.25,R,N,FRM,MI,SF,49700,F108Q3000019,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
1140,F108Q3000019,201508,187235.68,0,84,276,NotA,NotA,0,NotA,6.25,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,736,200809,N,203808,NotA,0,1,P,80.0,61,208000,80,6.25,R,N,FRM,MI,SF,49700,F108Q3000019,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
1141,F108Q3000019,201509,186930.18,0,85,275,NotA,NotA,0,NotA,6.25,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,736,200809,N,203808,NotA,0,1,P,80.0,61,208000,80,6.25,R,N,FRM,MI,SF,49700,F108Q3000019,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
1142,F108Q3000019,201510,186623.08,0,86,274,NotA,NotA,0,NotA,6.25,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,736,200809,N,203808,NotA,0,1,P,80.0,61,208000,80,6.25,R,N,FRM,MI,SF,49700,F108Q3000019,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
1143,F108Q3000019,201511,186314.39,0,87,273,NotA,NotA,0,NotA,6.25,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,736,200809,N,203808,NotA,0,1,P,80.0,61,208000,80,6.25,R,N,FRM,MI,SF,49700,F108Q3000019,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
1144,F108Q3000019,201512,0.0,0,88,272,N,NotA,1,201512.0,6.25,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,736,200809,N,203808,NotA,0,1,P,80.0,61,208000,80,6.25,R,N,FRM,MI,SF,49700,F108Q3000019,N,360,2,Other sellers,Other servicers,NotA,NotA,2008,3
1145,F108Q3000020,200808,157000.0,0,0,360,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1146,F108Q3000020,200809,156000.0,0,1,359,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1147,F108Q3000020,200810,156000.0,0,2,358,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1148,F108Q3000020,200811,155000.0,0,3,357,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1149,F108Q3000020,200812,155000.0,0,4,356,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1150,F108Q3000020,200901,155000.0,0,5,355,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1151,F108Q3000020,200902,154000.0,0,6,354,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1152,F108Q3000020,200903,153605.82,0,7,353,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1153,F108Q3000020,200904,153432.57,0,8,352,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1154,F108Q3000020,200905,153258.45,0,9,351,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1155,F108Q3000020,200906,153083.46,0,10,350,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1156,F108Q3000020,200907,152907.6,0,11,349,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1157,F108Q3000020,200908,152730.86,0,12,348,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1158,F108Q3000020,200909,152553.23,0,13,347,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1159,F108Q3000020,200910,152374.72,0,14,346,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1160,F108Q3000020,200911,152195.31,0,15,345,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1161,F108Q3000020,200912,151767.95,0,16,344,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1162,F108Q3000020,201001,151385.51,0,17,343,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1163,F108Q3000020,201002,151001.16,0,18,342,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1164,F108Q3000020,201003,150614.89,0,19,341,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1165,F108Q3000020,201004,150226.68,0,20,340,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1166,F108Q3000020,201005,149836.53,0,21,339,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1167,F108Q3000020,201006,149444.43,0,22,338,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1168,F108Q3000020,201007,149050.37,0,23,337,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1169,F108Q3000020,201008,148654.34,0,24,336,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1170,F108Q3000020,201009,148056.33,0,25,335,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1171,F108Q3000020,201010,147555.33,0,26,334,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1172,F108Q3000020,201011,147151.83,0,27,333,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1173,F108Q3000020,201012,146746.31,0,28,332,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1174,F108Q3000020,201101,146338.76,0,29,331,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1175,F108Q3000020,201102,145929.17,0,30,330,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1176,F108Q3000020,201103,145517.54,0,31,329,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1177,F108Q3000020,201104,145103.85,0,32,328,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1178,F108Q3000020,201105,144588.09,0,33,327,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1179,F108Q3000020,201106,144069.75,0,34,326,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1180,F108Q3000020,201107,143548.82,0,35,325,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1181,F108Q3000020,201108,142825.28,0,36,324,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1182,F108Q3000020,201109,142098.13,0,37,323,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1183,F108Q3000020,201110,141367.34,0,38,322,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1184,F108Q3000020,201111,140632.9,0,39,321,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1185,F108Q3000020,201112,140632.9,0,40,320,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1186,F108Q3000020,201201,139152.97,0,41,319,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1187,F108Q3000020,201202,138407.45,0,42,318,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1188,F108Q3000020,201203,137658.21,0,43,317,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1189,F108Q3000020,201204,137405.22,0,44,316,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1190,F108Q3000020,201205,137050.97,0,45,315,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1191,F108Q3000020,201206,136294.94,0,46,314,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1192,F108Q3000020,201207,135735.13,0,47,313,NotA,NotA,0,NotA,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1193,F108Q3000020,201208,0.0,0,48,312,N,NotA,1,201208.0,6.0,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,806,200809,N,203808,NotA,0,1,S,80.0,21,157000,80,6.0,R,N,FRM,CO,SF,81200,F108Q3000020,P,360,1,Other sellers,USBANKNA,NotA,NotA,2008,3
1194,F108Q3000021,200809,125000.0,0,0,360,NotA,NotA,0,NotA,6.5,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,798,200810,N,203809,20764.0,0,1,P,49.0,26,125000,49,6.5,R,N,FRM,NJ,SF,8800,F108Q3000021,C,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1195,F108Q3000021,200810,125000.0,0,1,359,NotA,NotA,0,NotA,6.5,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,798,200810,N,203809,20764.0,0,1,P,49.0,26,125000,49,6.5,R,N,FRM,NJ,SF,8800,F108Q3000021,C,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1196,F108Q3000021,200811,125000.0,0,2,358,NotA,NotA,0,NotA,6.5,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,798,200810,N,203809,20764.0,0,1,P,49.0,26,125000,49,6.5,R,N,FRM,NJ,SF,8800,F108Q3000021,C,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1197,F108Q3000021,200812,125000.0,0,3,357,NotA,NotA,0,NotA,6.5,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,798,200810,N,203809,20764.0,0,1,P,49.0,26,125000,49,6.5,R,N,FRM,NJ,SF,8800,F108Q3000021,C,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1198,F108Q3000021,200901,125000.0,0,4,356,NotA,NotA,0,NotA,6.5,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,798,200810,N,203809,20764.0,0,1,P,49.0,26,125000,49,6.5,R,N,FRM,NJ,SF,8800,F108Q3000021,C,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1199,F108Q3000021,200902,124000.0,0,5,355,NotA,NotA,0,NotA,6.5,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,798,200810,N,203809,20764.0,0,1,P,49.0,26,125000,49,6.5,R,N,FRM,NJ,SF,8800,F108Q3000021,C,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1200,F108Q3000021,200903,124000.0,0,6,354,NotA,NotA,0,NotA,6.5,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,798,200810,N,203809,20764.0,0,1,P,49.0,26,125000,49,6.5,R,N,FRM,NJ,SF,8800,F108Q3000021,C,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1201,F108Q3000021,200904,124195.98,0,7,353,NotA,NotA,0,NotA,6.5,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,798,200810,N,203809,20764.0,0,1,P,49.0,26,125000,49,6.5,R,N,FRM,NJ,SF,8800,F108Q3000021,C,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
1202,F108Q3000021,200905,124078.62,0,8,352,NotA,NotA,0,NotA,6.5,0,NotA,0.0,NotA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NotA,NotA,0.0,2008,3,0,798,200810,N,203809,20764.0,0,1,P,49.0,26,125000,49,6.5,R,N,FRM,NJ,SF,8800,F108Q3000021,C,360,1,Other sellers,Other servicers,NotA,NotA,2008,3
